userid,age,gender,shopid,avg_rating,avg_price,clicked
1077,37,F,461,3,3,1
1077,43,M,231,2,3,1
1077,61,M,459,3,3,1
1077,13,F,389,4,3,0
1077,39,M,444,4,3,0
1078,58,F,166,0,1,1
1078,31,M,118,0,3,0
1078,28,M,429,1,1,1
1078,61,F,295,1,2,1
1078,35,M,313,1,1,0
1078,16,M,431,1,4,0
1078,57,M,186,2,4,1
1078,53,F,227,2,4,1
1078,23,F,279,4,3,1
1078,50,M,219,2,2,0
1078,18,F,127,2,4,1
1078,39,F,281,4,2,1
1078,15,F,337,2,2,0
1079,40,M,472,4,4,0
1079,67,M,461,4,4,1
1079,78,M,414,1,3,0
1079,39,F,432,4,3,1
1079,53,M,323,3,4,0
1079,15,F,162,1,3,1
1079,42,M,390,2,2,0
1079,56,F,372,3,3,0
1079,23,F,174,3,3,1
1079,79,M,241,1,4,0
1079,56,F,283,4,2,1
1079,53,F,476,1,3,1
1079,45,F,487,1,3,1
1079,21,M,421,3,4,0
1080,75,F,437,1,2,1
1080,75,M,120,1,4,0
1080,54,M,178,0,3,0
1080,24,F,108,3,4,0
1080,76,F,349,4,1,1
1080,77,F,384,4,4,0
1080,26,F,396,1,3,1
1080,41,M,118,2,4,1
1080,22,F,186,1,4,0
1080,70,F,241,1,4,0
1080,65,M,296,0,4,0
1080,28,F,360,3,4,0
1081,68,M,347,3,3,1
1081,79,M,328,3,4,1
1081,42,F,378,1,4,0
1081,17,F,362,0,4,1
1081,64,F,468,4,4,1
1081,64,F,419,1,4,0
1081,29,F,108,4,4,0
1081,30,M,163,4,2,1
1081,51,M,371,1,1,0
1081,30,F,257,1,4,0
1081,17,M,114,0,3,0
1081,49,F,102,2,4,1
1081,70,F,196,3,2,1
1081,70,M,134,4,3,0
1084,78,M,183,3,2,1
1084,41,M,273,1,1,1
1084,65,F,190,1,2,1
1084,71,M,293,1,4,1
1084,74,M,252,4,3,1
1084,63,F,437,0,4,1
1084,19,M,439,0,3,1
1084,35,M,346,3,4,1
1084,12,M,261,2,2,0
1084,56,M,265,4,4,0
1084,62,M,223,1,2,1
1084,75,M,230,1,3,0
1084,14,F,114,0,2,1
1086,76,F,463,1,4,1
1086,35,F,290,3,4,0
1086,43,M,481,4,4,0
1086,70,M,167,4,2,1
1086,46,F,494,3,4,1
1086,75,F,107,4,2,0
1086,55,M,487,3,2,1
1086,44,F,314,2,3,1
1086,15,F,410,0,3,1
1086,29,F,350,4,2,1
1086,12,F,279,2,2,1
1086,69,F,381,2,2,0
1086,73,F,191,4,4,0
1086,32,M,204,0,4,1
1086,61,M,488,1,2,0
1086,65,F,289,4,2,1
1086,42,M,285,2,4,0
1086,47,M,135,4,3,0
1088,11,M,331,1,4,0
1088,52,M,326,4,4,1
1088,79,M,387,4,2,1
1088,46,F,305,1,2,0
1088,37,F,141,1,2,0
1088,13,F,348,2,4,0
1088,58,M,149,0,2,1
1088,57,M,208,3,2,0
1088,45,M,257,2,4,0
1088,26,M,167,2,2,1
1088,46,F,295,0,3,1
1089,58,M,197,4,3,0
1089,50,M,437,3,4,1
1089,76,M,161,3,3,0
1089,35,F,371,1,4,0
1089,47,F,143,2,2,0
1089,73,F,399,1,2,0
1089,77,M,425,1,4,0
1089,18,F,192,2,4,0
1089,74,F,339,0,4,1
1089,44,M,239,2,2,0
1091,50,F,256,0,3,1
1091,68,M,273,4,4,0
1091,49,M,319,1,3,1
1091,38,F,136,2,2,0
1091,66,F,248,1,4,0
1091,61,M,182,1,4,1
1091,74,M,178,4,2,1
1091,15,F,405,0,4,1
1091,75,M,393,1,2,1
1091,38,M,134,1,3,0
1091,67,M,166,2,4,0
1091,55,F,151,1,4,1
1091,12,F,238,3,4,1
1091,44,F,353,4,2,0
1091,14,M,116,4,4,0
1093,38,M,443,3,2,0
1093,24,F,207,4,1,1
1093,30,F,125,2,3,0
1093,75,M,480,4,2,1
1093,63,F,353,4,4,0
1093,38,F,134,3,2,0
1093,60,F,284,1,2,0
1093,54,M,175,2,2,1
1093,21,M,358,1,2,1
1093,21,F,496,1,4,1
1093,72,M,104,4,1,0
1093,67,M,431,0,3,1
1094,42,M,341,0,2,0
1094,47,M,233,3,2,1
1094,78,F,205,1,2,1
1094,59,M,134,0,2,0
1094,61,F,137,2,4,0
1094,76,F,467,0,2,0
1094,50,M,414,4,4,0
1094,28,M,424,0,4,0
1094,59,M,455,1,2,0
1094,54,F,208,4,3,0
1095,60,M,402,2,3,1
1095,52,F,288,2,3,0
1095,72,F,163,1,4,1
1095,43,M,103,0,2,1
1095,37,F,405,1,1,0
1095,28,F,426,3,4,1
1095,44,F,443,1,4,1
1095,19,M,167,2,4,0
1095,23,M,459,3,2,0
1095,44,M,251,3,2,0
1095,18,M,218,0,4,0
1095,15,F,249,4,4,0
1095,29,F,386,4,4,0
1095,61,F,163,2,3,1
1095,15,F,146,3,2,0
1095,11,M,407,0,3,1
1095,72,M,194,2,4,1
1099,23,M,329,0,2,0
1099,66,M,270,0,4,1
1099,11,M,337,2,2,1
1099,27,M,496,1,4,0
1099,61,F,350,1,4,0
1099,48,F,386,0,4,1
1099,14,M,232,0,2,0
1099,77,M,445,1,2,0
1099,68,M,303,1,2,0
1099,17,F,180,4,4,0
1099,30,M,452,0,2,0
1099,21,F,246,0,4,1
1099,22,M,305,0,4,1
1099,73,M,356,2,4,1
1099,67,F,150,4,2,0
1099,77,F,144,4,2,1
1099,46,F,321,4,2,0
1099,26,F,317,0,3,0
1100,15,F,196,1,4,0
1100,67,M,153,4,4,0
1100,58,M,221,3,4,1
1100,48,M,229,0,1,0
1100,48,M,398,4,2,1
1100,26,F,323,4,4,0
1100,45,F,278,3,4,0
1100,14,M,320,3,3,0
1104,64,F,233,0,4,1
1104,65,F,414,2,2,1
1104,19,M,480,3,2,1
1104,66,F,213,3,2,1
1104,74,M,317,0,4,0
1104,36,M,250,1,3,1
1106,57,M,244,3,4,0
1106,43,F,384,4,3,1
1106,14,F,419,2,4,0
1106,74,M,211,2,1,1
1106,48,M,390,2,4,1
1106,51,M,382,3,1,1
1106,77,M,185,0,4,0
1106,70,F,110,1,2,0
1106,40,F,171,3,3,1
1106,77,F,343,2,4,1
1106,20,F,413,2,3,0
1106,25,M,373,4,3,1
1106,58,F,327,3,4,1
1106,30,M,461,3,2,0
1106,42,M,484,1,2,1
1106,10,F,146,1,3,1
1106,32,M,414,3,4,1
1106,32,M,483,1,2,1
1107,65,M,431,2,1,1
1107,36,F,373,4,4,0
1107,24,M,147,2,2,1
1107,25,M,235,3,4,0
1107,14,F,166,2,2,0
1107,26,M,158,4,2,0
1107,11,F,284,4,4,1
1107,51,F,490,3,2,0
1109,33,M,354,2,4,1
1109,34,F,149,2,4,1
1109,59,F,234,1,2,0
1109,23,F,156,3,4,0
1109,44,F,411,0,3,0
1109,50,M,447,2,3,0
1109,62,M,406,0,2,1
1109,22,F,170,2,2,0
1109,26,M,248,2,4,0
1109,79,F,370,3,2,0
1109,30,M,470,1,2,1
1109,43,F,346,0,2,1
1109,47,F,118,0,4,1
1109,17,M,162,3,4,0
1109,46,M,153,0,2,0
1110,29,M,163,1,3,1
1110,61,F,451,3,1,1
1110,28,F,113,4,4,0
1110,65,M,192,2,2,0
1110,24,M,445,1,4,0
1110,60,M,446,0,4,1
1110,39,F,377,4,3,0
1110,12,F,193,1,4,1
1110,13,M,135,4,4,0
1110,59,M,123,2,4,0
1110,37,M,363,1,3,0
1110,63,F,316,0,4,0
1110,46,M,366,0,4,0
1110,27,M,261,0,4,1
1110,76,M,175,1,1,0
1110,75,F,331,2,3,1
1113,79,M,480,2,1,0
1113,54,F,454,1,3,1
1113,34,F,454,4,2,1
1113,48,M,398,4,4,1
1113,38,M,274,0,4,1
1113,41,M,165,4,3,1
1113,75,F,349,4,4,1
1113,79,F,353,3,1,1
1113,70,F,276,2,2,1
1113,73,F,306,1,2,0
1113,35,M,213,2,2,1
1113,69,M,119,3,4,0
1113,51,M,154,4,3,0
1113,27,F,300,3,2,1
1113,51,F,143,4,4,0
1113,59,F,148,3,1,1
1113,21,F,209,1,3,0
1114,70,F,372,3,4,1
1114,38,M,391,3,2,1
1114,29,F,489,0,2,1
1114,14,F,447,0,4,0
1114,20,F,443,2,3,0
1114,54,M,382,1,4,1
1114,11,M,462,1,4,0
1114,29,F,123,4,2,0
1114,47,M,452,4,2,1
1114,66,M,464,1,1,1
1114,35,M,288,4,1,0
1114,11,F,462,4,2,1
1114,42,F,121,1,4,1
1114,44,M,333,0,4,0
1114,67,M,170,2,3,0
1114,79,F,128,0,3,0
1114,42,F,326,3,1,0
1114,10,M,135,0,4,0
1114,66,M,409,4,4,1
1115,59,M,209,2,1,1
1115,39,F,327,1,4,0
1115,39,F,322,3,2,1
1115,61,F,199,2,1,0
1115,22,F,111,3,2,0
1115,49,F,251,0,3,1
1115,26,F,195,4,4,0
1115,59,M,358,1,3,0
1115,42,M,309,4,4,1
1115,60,M,143,2,2,1
1115,47,F,384,1,3,1
1115,56,M,317,2,2,0
1115,14,M,302,4,4,1
1116,21,F,462,4,3,0
1116,10,M,159,3,1,1
1116,13,M,133,2,3,1
1116,39,F,290,3,4,1
1116,23,F,392,4,2,1
1116,39,F,160,1,4,0
1116,50,F,239,0,3,0
1116,75,M,445,2,4,0
1116,31,F,232,1,3,1
1116,77,M,142,4,2,0
1116,60,M,325,1,4,1
1116,66,F,252,0,3,0
1116,65,F,256,4,4,1
1116,43,M,372,2,2,1
1117,39,F,347,3,2,0
1117,10,M,144,4,1,0
1117,50,F,431,2,3,0
1117,14,F,143,0,4,1
1117,66,M,123,3,3,1
1117,34,F,231,1,4,0
1117,75,F,362,4,4,1
1117,25,M,410,0,1,0
1117,14,M,398,0,2,1
1117,23,M,363,4,3,1
1117,30,M,156,0,2,0
1117,42,F,151,0,2,1
1117,60,F,499,1,4,0
1117,52,F,110,0,4,1
1117,77,F,235,4,2,0
1117,32,F,386,4,2,1
1117,50,M,438,3,4,1
1120,77,F,224,1,3,1
1120,37,M,219,1,2,0
1120,32,M,454,4,1,0
1120,51,M,324,1,2,1
1120,42,M,481,1,4,1
1120,30,M,200,0,4,1
1120,29,M,231,1,1,0
1120,27,M,135,2,2,1
1120,64,M,447,4,2,1
1120,49,M,132,2,2,1
1120,32,M,228,4,2,0
1120,63,F,365,0,4,0
1120,26,F,214,0,4,0
1121,19,M,468,3,4,1
1121,59,F,146,1,3,0
1121,14,M,381,2,2,1
1121,70,M,456,0,2,1
1121,38,M,355,2,3,1
1121,74,M,478,0,3,0
1121,53,F,377,4,4,0
1121,51,F,398,2,3,0
1121,55,F,206,1,3,0
1121,12,F,166,4,2,0
1121,74,F,336,0,4,0
1121,23,F,316,4,4,1
1121,78,F,167,1,2,1
1121,50,F,172,0,4,0
1121,42,M,453,2,4,0
1121,63,M,271,2,3,0
1122,55,M,344,0,4,0
1122,21,F,328,2,4,1
1122,65,F,493,1,4,0
1122,69,F,386,0,2,0
1122,25,F,151,0,4,1
1122,32,M,338,4,3,0
1122,19,F,449,0,1,1
1122,35,M,469,4,4,1
1122,21,M,130,4,3,0
1122,78,F,411,4,4,0
1122,54,M,275,1,2,1
1123,53,M,151,0,2,1
1123,17,M,372,2,2,1
1123,48,M,494,0,2,1
1123,43,M,339,2,4,0
1123,47,F,183,2,1,0
1123,16,F,134,4,4,1
1123,15,M,303,2,4,0
1124,34,M,125,2,3,1
1124,38,F,277,1,2,1
1124,71,F,150,0,2,0
1124,26,F,249,0,4,0
1124,71,M,161,0,4,1
1124,53,M,134,3,3,1
1124,45,F,232,2,4,0
1124,68,F,263,4,2,1
1124,16,M,282,4,3,0
1124,39,F,265,1,4,0
1124,53,F,336,3,3,0
1124,75,M,334,3,1,0
1124,22,F,396,0,3,0
1124,55,F,417,3,2,1
1124,57,M,282,2,1,1
1124,30,F,308,2,4,0
1124,52,F,472,2,4,1
1125,39,M,313,1,4,1
1125,19,F,429,3,2,1
1125,39,M,288,1,3,1
1125,55,F,332,3,4,1
1125,34,F,129,4,2,0
1125,75,F,343,2,3,0
1125,73,F,361,3,1,0
1125,62,F,456,2,2,0
1125,23,M,348,4,2,0
1125,17,F,476,2,4,1
1125,11,F,185,4,4,1
1125,53,M,371,1,4,0
1125,66,F,236,4,3,1
1126,67,F,138,1,2,1
1126,39,F,184,2,1,1
1126,32,M,318,2,4,0
1126,59,M,123,0,1,0
1126,57,M,395,0,4,0
1126,58,F,183,1,4,0
1126,59,F,495,3,2,1
1126,15,F,361,0,2,1
1126,37,M,164,2,3,0
1126,38,M,162,3,2,1
1126,54,F,250,3,4,1
1126,40,F,331,3,4,0
1126,24,F,310,2,4,0
1126,35,F,393,1,4,0
1126,25,F,131,4,4,1
1126,30,F,282,4,4,1
1126,50,F,183,1,2,0
1126,56,M,463,2,4,1
1126,55,F,481,3,1,0
1127,61,M,476,1,2,0
1127,14,F,210,4,4,1
1127,16,F,477,0,4,1
1127,43,M,258,4,3,0
1127,13,F,412,0,2,1
1127,53,M,286,0,2,1
1127,19,F,334,1,2,1
1127,26,F,418,3,2,0
1127,42,F,186,3,3,0
1127,29,M,216,2,3,1
1127,44,F,105,3,4,0
1127,15,F,102,1,1,0
1127,71,F,349,1,4,1
1127,46,M,384,3,3,0
1127,19,M,459,2,3,0
1129,17,M,390,0,2,0
1129,47,F,399,4,4,1
1129,79,M,281,3,4,1
1129,13,M,199,1,4,0
1129,39,F,129,1,2,0
1129,34,M,472,1,3,1
1129,11,F,117,4,4,0
1129,15,F,188,3,3,0
1129,63,M,259,4,3,1
1130,58,M,450,1,4,1
1130,52,F,222,4,2,0
1130,49,F,393,0,3,0
1130,56,F,261,3,4,0
1130,25,M,182,0,2,1
1130,37,F,266,4,2,0
1130,26,F,408,0,3,0
1130,56,F,492,0,4,1
1130,57,F,452,0,4,0
1130,60,F,202,0,4,1
1130,69,M,333,0,3,1
1130,15,F,195,4,2,1
1130,55,M,243,4,1,1
1130,30,F,137,0,3,0
1130,30,M,360,1,3,0
1130,16,F,132,3,4,0
1130,18,F,445,3,4,1
1130,13,M,403,0,1,1
1131,76,M,378,3,4,1
1131,19,M,156,0,4,1
1131,14,M,281,4,2,1
1131,10,M,492,1,4,1
1131,16,M,452,2,4,0
1131,45,M,277,4,3,1
1132,39,F,339,0,1,1
1132,53,M,351,1,3,0
1132,41,M,183,1,2,0
1132,48,F,202,4,3,1
1132,66,F,363,4,3,1
1132,10,M,335,0,2,0
1132,22,F,410,4,2,0
1132,67,M,279,3,3,0
1137,50,F,476,2,4,1
1137,39,M,471,3,3,0
1137,55,F,399,1,4,0
1137,55,M,432,2,4,0
1137,22,M,359,3,2,0
1137,35,M,387,0,3,1
1137,13,F,405,2,4,0
1137,20,F,233,0,4,0
1137,54,F,390,2,3,1
1138,29,M,395,1,2,0
1138,71,F,104,1,4,0
1138,29,F,442,2,2,1
1138,50,M,260,0,4,1
1138,20,M,496,3,3,0
1138,65,M,139,2,4,1
1139,50,F,404,3,3,0
1139,46,F,485,1,4,1
1139,20,M,180,0,3,1
1139,74,M,474,0,2,1
1139,22,M,365,2,4,1
1139,55,M,137,3,1,0
1139,47,M,301,0,4,0
1139,56,M,274,0,4,1
1139,54,F,333,2,3,0
1139,66,M,320,1,3,0
1139,72,M,299,2,2,0
1139,70,M,357,4,2,1
1139,51,F,227,0,4,0
1139,17,M,114,4,2,1
1139,10,F,426,0,4,1
1142,78,M,340,4,2,0
1142,24,M,434,4,3,1
1142,15,F,168,4,3,0
1142,38,M,340,0,4,0
1142,28,M,274,2,2,0
1142,78,M,138,1,3,0
1142,19,F,110,3,3,0
1142,43,F,183,4,4,1
1142,44,M,299,3,4,0
1142,65,M,434,3,3,1
1143,78,F,449,1,3,0
1143,50,F,281,1,2,1
1143,38,M,181,1,2,0
1143,35,F,385,2,1,1
1143,64,F,461,2,2,1
1143,10,F,409,4,3,1
1143,15,F,174,0,4,1
1143,56,M,275,0,2,1
1143,30,F,488,4,4,0
1143,68,M,181,1,3,0
1143,27,F,131,2,2,1
1143,53,M,455,2,3,1
1143,34,M,139,4,4,1
1145,38,F,469,2,4,1
1145,59,M,497,4,4,0
1145,14,M,173,0,4,0
1145,75,F,116,3,2,1
1145,30,F,478,4,4,0
1145,50,F,441,3,4,1
1145,14,M,285,3,1,1
1145,49,M,335,3,4,1
1145,65,F,450,4,2,1
1145,22,F,244,2,2,1
1145,57,F,451,3,2,0
1145,19,F,127,0,2,1
1145,45,F,463,3,3,0
1145,20,F,355,0,4,0
1145,11,M,468,2,2,1
1145,15,F,305,3,4,0
1145,64,M,334,4,4,1
1146,72,M,167,0,2,0
1146,40,M,378,0,2,1
1146,13,F,327,3,4,0
1146,21,F,453,3,4,0
1146,78,M,292,1,2,1
1146,37,F,159,2,2,1
1146,38,F,222,3,4,0
1146,62,M,367,4,3,1
1146,69,F,308,3,2,1
1146,19,M,204,0,4,0
1146,50,M,248,4,2,1
1146,16,F,331,1,3,1
1149,37,F,212,2,4,1
1149,66,M,257,1,3,1
1149,42,M,452,3,4,1
1149,54,F,357,2,3,1
1149,28,F,318,2,3,0
1149,28,M,115,0,4,1
1149,52,F,218,3,4,0
1149,67,F,330,1,4,1
1149,55,F,499,4,2,0
1149,39,F,204,0,4,1
1151,57,F,152,2,2,0
1151,70,F,292,0,2,1
1151,35,M,328,1,2,1
1151,42,F,345,1,1,0
1151,55,F,324,0,2,0
1151,55,F,141,0,2,0
1151,76,M,384,0,4,1
1151,65,F,300,2,4,0
1151,60,M,249,0,2,1
1151,14,M,292,0,2,1
1151,64,M,119,2,3,1
1151,22,F,379,1,3,0
1151,49,F,272,1,2,1
1151,35,F,201,3,4,0
1151,64,F,218,2,2,1
1151,14,M,212,2,1,1
1151,42,M,330,4,3,1
1151,71,M,470,3,2,1
1154,74,F,468,0,2,1
1154,78,F,355,2,1,1
1154,32,F,314,4,4,0
1154,77,F,332,4,4,0
1154,19,M,448,4,4,1
1154,24,M,473,3,2,0
1154,41,M,133,2,4,0
1154,22,F,399,4,4,0
1154,34,M,116,4,2,1
1154,41,M,273,1,4,0
1154,74,F,362,4,2,1
1154,29,M,233,1,4,0
1154,33,M,478,2,4,0
1154,39,M,274,1,3,0
1154,66,F,143,1,4,0
1154,15,F,435,2,3,1
1156,49,F,374,1,2,1
1156,62,M,316,1,1,0
1156,18,M,438,2,2,0
1156,52,F,205,4,2,0
1156,59,M,262,1,4,1
1156,39,F,426,4,3,1
1156,79,M,463,0,4,0
1156,42,F,470,4,2,1
1156,28,F,114,1,3,0
1157,16,F,316,1,4,1
1157,43,M,230,3,2,1
1157,18,F,414,4,2,0
1157,10,F,208,3,2,0
1157,40,F,124,3,3,0
1157,76,M,343,0,2,1
1157,10,F,350,0,2,0
1157,75,M,398,0,3,0
1157,55,F,280,2,4,1
1157,37,F,488,3,2,1
1157,13,M,372,4,1,1
1157,49,M,363,4,2,1
1158,13,M,449,0,3,1
1158,48,M,408,2,2,1
1158,57,M,209,2,1,0
1158,41,F,241,4,2,0
1158,57,F,385,4,2,0
1158,34,F,463,3,3,0
1160,44,M,432,4,2,0
1160,21,M,424,3,4,1
1160,77,M,359,4,4,0
1160,59,M,166,3,2,0
1160,65,M,124,0,2,1
1160,41,M,434,0,2,1
1160,58,M,192,3,3,0
1160,75,M,399,1,3,0
1160,49,F,494,1,2,1
1160,25,F,217,1,3,0
1160,58,F,300,0,2,1
1160,38,F,164,1,2,0
1160,32,F,177,3,4,0
1160,61,M,189,3,2,0
1160,77,F,113,0,4,0
1160,14,M,242,2,4,1
1160,28,M,451,0,3,0
1160,56,F,269,0,2,0
1161,28,M,134,1,3,1
1161,42,F,257,2,3,1
1161,74,F,196,1,4,0
1161,43,F,472,2,2,1
1161,56,M,315,3,4,1
1161,66,F,143,2,3,0
1161,33,M,333,0,2,0
1161,61,F,204,3,4,1
1161,79,F,263,2,4,1
1161,61,F,170,2,4,1
1161,40,M,154,3,4,0
1161,75,M,239,1,2,0
1161,68,M,309,0,1,1
1161,22,F,294,0,4,0
1161,66,F,252,3,3,0
1161,29,M,445,1,1,0
1161,33,M,295,1,2,0
1161,28,M,317,4,2,1
1163,62,M,481,4,2,0
1163,34,F,106,1,2,0
1163,45,M,454,4,4,0
1163,50,M,116,2,2,1
1163,20,F,382,1,2,0
1163,58,F,279,0,2,1
1163,19,M,480,2,2,0
1163,59,F,153,0,4,1
1163,63,F,463,0,2,0
1163,42,F,477,4,4,1
1163,28,F,405,4,2,0
1163,37,M,143,2,4,1
1163,49,F,189,0,3,0
1163,72,F,394,3,4,0
1163,71,M,394,4,2,1
1163,55,M,278,3,4,1
1163,70,M,311,4,2,1
1165,26,F,171,3,2,1
1165,50,F,265,0,2,1
1165,50,M,104,4,2,1
1165,20,M,307,1,4,1
1165,37,F,209,4,2,0
1165,26,F,251,3,3,1
1165,64,F,230,0,2,1
1165,46,M,168,1,4,1
1165,69,M,157,3,4,1
1166,52,F,310,2,1,0
1166,53,M,241,3,2,1
1166,11,M,336,3,2,0
1166,47,F,198,1,3,0
1166,36,M,200,4,4,1
1166,69,M,132,4,3,0
1166,59,M,487,4,4,1
1166,70,M,218,1,3,1
1166,56,F,426,0,2,0
1166,51,M,387,3,2,1
1166,71,M,233,0,3,1
1166,13,F,104,4,3,0
1166,31,M,312,2,1,1
1166,66,F,195,3,3,0
1167,45,F,385,0,4,1
1167,79,M,195,4,4,1
1167,37,F,407,4,3,1
1167,16,M,329,3,4,1
1167,19,F,311,1,4,1
1167,66,F,334,2,2,1
1167,29,M,260,1,4,0
1167,76,F,119,3,2,0
1167,36,M,112,4,4,1
1167,55,M,302,1,3,0
1167,68,M,486,0,4,1
1167,29,F,242,0,2,1
1167,26,M,116,0,3,0
1167,76,M,233,1,3,1
1168,42,M,367,1,3,0
1168,68,F,398,4,3,0
1168,32,M,127,0,3,1
1168,35,M,111,3,2,0
1168,52,M,143,4,3,1
1168,60,F,490,0,2,1
1168,49,F,191,2,2,0
1168,36,F,275,0,2,1
1168,42,F,437,2,2,0
1168,42,M,485,3,1,0
1169,52,M,374,0,2,0
1169,52,M,418,2,4,0
1169,54,M,205,0,2,1
1169,66,F,318,0,4,0
1169,78,F,301,1,4,0
1169,63,M,307,1,1,0
1169,39,M,428,3,4,0
1169,69,M,429,1,4,0
1169,59,F,281,1,3,1
1170,43,F,384,0,1,1
1170,70,M,416,2,4,0
1170,74,F,286,1,2,1
1170,52,F,217,0,3,0
1170,72,F,429,1,3,1
1170,64,M,191,3,4,1
1170,19,F,231,2,2,1
1170,29,M,308,2,4,1
1170,51,M,305,3,2,1
1170,64,M,195,1,4,1
1170,64,F,352,3,4,0
1170,29,F,481,0,4,0
1170,18,F,105,1,4,0
1170,67,F,178,4,2,1
1170,55,F,449,3,2,1
1170,57,F,488,1,4,0
1170,17,M,467,4,3,0
1170,73,M,342,2,4,0
1170,11,M,272,4,4,0
1171,20,F,475,3,2,0
1171,19,M,392,4,4,1
1171,52,M,133,0,4,0
1171,18,F,150,1,2,1
1171,74,F,376,4,4,1
1171,68,M,382,2,2,0
1171,63,F,104,4,4,0
1171,50,F,115,0,2,0
1171,33,M,390,2,4,0
1171,78,M,118,4,1,1
1173,62,F,176,0,4,0
1173,41,M,332,1,2,0
1173,20,F,123,1,2,0
1173,78,F,351,0,2,1
1173,71,M,397,2,4,0
1173,76,F,490,0,4,1
1173,21,M,499,4,4,1
1173,26,F,419,4,4,0
1173,67,F,198,1,4,0
1173,18,F,362,1,2,1
1173,35,M,300,3,2,0
1174,35,M,185,3,4,1
1174,78,F,314,1,3,1
1174,66,F,341,2,2,0
1174,55,F,326,1,3,0
1174,70,M,327,1,4,1
1174,52,F,387,1,4,1
1174,61,F,173,4,4,0
1174,59,F,262,1,3,1
1174,46,M,201,1,2,0
1174,65,F,249,0,2,1
1174,79,F,373,0,3,0
1175,20,F,428,3,4,1
1175,72,F,240,0,4,0
1175,65,F,385,0,3,0
1175,23,M,178,2,4,0
1175,14,M,111,1,4,1
1175,12,M,199,2,4,0
1175,65,M,449,2,1,0
1175,41,F,296,2,3,1
1175,76,F,456,1,2,0
1175,59,F,153,3,2,1
1178,64,F,376,0,2,1
1178,29,M,345,3,2,1
1178,23,F,299,2,3,0
1178,78,F,240,4,2,1
1178,70,F,144,4,3,1
1178,38,F,384,2,2,1
1178,76,F,268,1,2,0
1178,53,F,387,3,4,0
1178,53,M,494,4,4,0
1178,69,F,257,3,4,1
1178,41,M,368,4,1,0
1178,56,M,419,4,4,0
1178,12,F,265,1,3,1
1178,77,F,130,3,2,1
1178,34,M,255,3,4,0
1178,33,F,334,4,2,0
1180,62,F,122,4,2,1
1180,10,M,483,0,2,0
1180,27,M,133,0,4,1
1180,18,F,219,0,2,0
1180,64,M,468,1,2,0
1180,33,F,216,1,4,0
1180,17,M,410,1,4,0
1180,50,F,298,1,4,0
1181,43,F,168,3,2,1
1181,59,F,130,1,2,1
1181,21,F,178,4,4,0
1181,23,M,278,3,2,1
1181,62,F,243,4,3,0
1181,77,F,443,2,4,1
1181,15,F,347,0,2,1
1181,47,M,249,2,3,0
1181,28,F,148,1,3,0
1181,27,F,330,2,4,1
1181,29,F,460,3,2,0
1181,64,M,105,3,2,1
1182,15,M,158,3,2,1
1182,53,M,313,2,2,1
1182,18,M,461,1,2,0
1182,49,M,377,3,1,0
1182,18,M,115,4,3,1
1182,58,M,115,1,2,1
1182,78,M,347,0,2,1
1182,34,M,145,1,1,1
1182,15,F,428,0,2,1
1182,68,F,356,3,4,1
1182,22,F,368,4,2,0
1182,78,F,196,4,3,1
1182,28,M,194,4,4,0
1182,71,M,382,1,4,0
1182,43,F,294,0,4,0
1183,72,M,191,0,2,1
1183,37,F,426,1,2,1
1183,31,F,246,0,3,0
1183,22,F,194,1,3,0
1183,75,M,136,3,3,0
1183,26,F,121,2,1,1
1183,65,F,419,1,3,0
1183,12,M,373,2,4,1
1183,42,M,271,2,2,0
1183,26,M,123,1,3,0
1183,21,M,245,0,3,0
1183,46,M,173,3,4,1
1183,16,F,439,3,2,0
1183,15,M,352,1,2,1
1183,29,F,304,2,2,1
1184,45,F,361,4,4,0
1184,71,F,489,3,2,0
1184,40,F,189,0,2,0
1184,42,F,198,0,3,0
1184,47,M,194,2,4,0
1184,36,M,372,0,3,0
1184,71,F,469,3,2,0
1184,57,F,236,4,2,0
1184,45,M,387,0,2,0
1184,16,M,298,0,2,0
1184,20,F,241,0,3,1
1184,58,M,185,1,2,1
1184,61,M,293,2,4,1
1184,50,M,279,4,3,1
1184,36,M,354,3,4,1
1184,66,M,392,2,4,0
1188,16,M,250,0,4,0
1188,22,M,325,1,3,0
1188,59,M,274,4,4,0
1188,58,M,197,4,3,0
1188,75,M,479,3,4,1
1188,13,M,321,0,4,0
1188,49,M,470,4,4,1
1188,47,F,148,4,3,1
1188,42,M,229,1,2,0
1188,25,M,363,0,4,1
1188,47,M,157,0,4,0
1188,32,F,309,3,3,0
1188,13,M,135,4,4,0
1188,33,M,167,0,2,0
1190,13,M,317,2,4,1
1190,65,F,495,2,4,0
1190,18,M,379,1,2,0
1190,17,M,171,4,2,1
1190,74,M,241,3,3,0
1190,73,F,377,4,2,0
1190,35,M,141,2,4,0
1190,44,F,170,3,4,0
1193,11,M,313,1,4,0
1193,43,M,452,3,4,1
1193,62,F,299,0,4,1
1193,45,F,265,0,3,0
1193,37,F,466,3,2,1
1193,23,M,283,4,3,1
1193,12,M,166,1,2,0
1193,31,M,366,4,4,0
1193,58,M,312,0,4,0
1193,79,M,248,1,4,0
1193,50,F,383,3,2,0
1193,57,F,380,0,2,1
1193,20,M,493,0,3,1
1193,19,M,148,0,2,0
1193,63,M,413,4,2,1
1193,79,F,122,4,4,0
1193,79,F,459,2,4,1
1193,79,F,259,3,4,1
1193,68,F,383,0,2,1
